u,v,w
36,14,2.034781963683158
37,30,0.35467238788349564
37,20,3.248830932451404
37,35,0.7550494036925348
37,0,9.14475182284338
37,12,2.081583624564518
37,26,3.5478912130867837
37,17,9.297937830327312
38,41,6.321505015694365
38,34,3.372626680344001
38,0,1.4003041254669157
38,13,0.944934619036566
39,34,0.9838434157040088
39,1,5.25361681227186
39,49,2.660612153771882
39,4,1.0239902257509381
39,3,4.206606230906889
40,9,8.089806449717292
40,3,2.802872413541478
40,20,8.208648063268269
40,6,5.51863503633411
40,19,4.350130893393509
40,47,2.715908408049023
40,22,7.381238577449908
41,40,8.582399019407003
41,44,6.60467809772984
41,5,4.195860045754153
41,26,2.2363428472951563
42,23,5.7992466147460515
42,34,2.5636958262997256
42,38,2.9200701073885105
43,14,9.915114619590723
43,17,2.3193399905651138
43,47,5.593970591254539
43,11,8.499348231097937
44,31,7.95271132059867
44,39,1.6997739277750423
44,31,5.803911723806503
44,28,9.98234348187507
44,26,8.989571352843473
44,45,9.93882640021043
45,24,1.1428244962415468
45,15,7.249793443818259
45,22,1.3283917694381053
45,42,5.607584161539151
45,44,1.7605184692150189
46,26,3.45598299398286
46,14,7.827485396501642
46,7,2.5069059512765546
46,23,7.022039748932439
47,40,0.5961478756437422
47,17,0.8589127926578666
47,7,9.864457572579314
47,1,0.6420495119570135
47,28,9.099622102453587
48,18,1.9142202088122862
48,11,2.7957436121931467
48,18,8.060414352138928
48,15,4.275000753844282
49,30,0.46135880979109145
49,26,2.3343439027358235
49,4,8.060304352635745
49,38,5.018725140706497
49,37,5.586039235753459
49,41,1.2635017956420802
49,31,7.717585088167567
