u,v,w
19,32,6.9443005951774675
19,21,4.505555267662178
19,33,3.5463253136986292
19,3,7.166890788312706
19,21,8.256863840813676
19,1,0.3480126954808338
20,19,2.97395590244209
20,34,5.135997057611484
20,34,5.56066104958931
20,37,3.9654643984059588
20,3,9.824719360039257
20,35,0.9752321816304299
20,38,5.757994665723867
20,5,1.6044155481735367
21,27,5.107554416887621
21,25,5.482827860374323
22,18,6.520046856146302
22,37,1.611073978900548
22,18,8.649010718942073
22,36,5.624183363705763
23,11,9.405902740522135
23,36,2.300959718736897
23,6,3.871195949299795
23,6,9.070139596575178
23,33,0.25698106824560196
23,46,8.49405901384699
23,37,8.197446137063057
23,41,0.9402845634430446
24,46,5.468045362388921
24,31,7.8580825705435595
24,3,0.849664741183549
24,28,1.1662099445154184
24,8,6.120666384474153
24,11,5.414570701703095
24,38,2.139858887572823
24,28,4.17524821817323
25,28,8.949481640306338
25,24,2.514405056124903
25,8,9.287610114663835
25,36,4.956000133151608
25,5,2.618789882669541
25,44,1.7521665179882617
26,29,3.4623691198378426
26,9,8.366966722915492
26,48,2.7864028568965917
26,43,7.830281113321179
26,38,4.500676213959112
26,40,0.6268284498657295
27,8,5.619645463823265
27,16,6.100194509449986
27,23,3.0398265201584618
27,22,7.655183160811193
27,4,2.5363815837917167
28,14,8.84742887743515
28,41,1.8186889728980393
28,13,2.763192031938214
28,29,6.641143627905892
28,16,8.564183735977036
28,42,3.426993556412281
29,40,2.5080860667959257
29,8,0.5133885319558751
29,35,5.751160751634432
29,11,9.601703097757579
29,2,6.255209342786662
30,7,0.6986832458732484
30,44,2.080087864882155
30,32,6.457468786807361
30,33,8.043096426305457
30,13,7.6298924249159015
30,10,3.3466171838804604
30,4,4.993174615048844
31,21,0.9769055100833068
31,39,5.197850396963391
31,12,1.0085323682930336
32,42,7.334339738837993
32,34,6.104872422296954
32,38,5.1262542761942145
32,0,7.346030191084997
32,30,1.970554466008121
32,25,0.5964574687358681
33,43,1.6836768732503538
33,22,8.266029200764555
33,31,4.683114185407903
33,39,3.535288217479524
33,38,7.277818045638888
34,11,9.585655617548444
34,14,8.561358018499948
34,3,5.658001258566592
34,29,0.35848229167999124
34,12,9.179144134705393
34,10,8.334586944885782
35,18,2.753309352712262
35,36,1.22364873059721
35,38,6.473748980874834
36,34,9.765890319777105
36,15,7.822649784194933
37,3,7.125034384761558
37,9,7.230405031607604
37,2,9.485427263977966
37,33,7.708296646875008
38,24,5.476301651905821
38,12,7.933491944826784
38,5,9.66942175981609
38,10,8.160150617710617
38,21,3.663012604689885
38,11,0.3891046044277324
39,45,5.742426840037455
39,25,4.9536822676406
39,31,5.104895339341763
39,36,0.842821539640698
40,23,2.6995934829667725
40,7,5.137071718186189
40,34,0.6603820450606845
40,8,9.546448128467999
41,42,6.601457293443604
41,32,6.739516737166282
41,18,4.167532756317982
41,18,2.1522298199666254
41,15,4.557106155850322
42,13,6.123760814286014
42,8,3.1330802673529035
42,30,0.007879942159231268
42,7,3.925007461806389
42,35,4.855330783466892
42,1,6.92656471039416
42,1,4.118217294005733
43,3,4.607300961128859
43,27,0.15621907998442097
43,33,4.781619522371269
43,5,5.364906069803608
43,17,7.839957374537201
43,39,0.31868619436148604
43,19,1.3409086558670336
43,8,6.4871843688997455
43,15,3.7356937045999317
44,18,4.842528942691949
44,16,4.668922013420889
44,23,2.1470687212988135
44,34,0.6393402334245679
44,4,1.2684150491490287
44,43,5.514060573077108
44,20,1.9328719925554483
45,8,2.141268618411971
45,36,0.6847031759366262
45,15,6.937339311667989
45,6,8.473066625031718
46,33,2.670085145218649
46,48,2.910048932856093
46,40,6.599556692862101
47,3,1.7768725058912638
47,15,8.704785642366266
47,40,4.603004685469339
47,4,8.423742521614697
48,9,3.8274041386038347
48,28,9.003319542516085
48,14,9.524697554666766
48,13,8.352466329560965
