u,v,w
19,44,3.828892163230264
19,28,2.0056188381358417
19,9,5.5829051971191666
19,17,7.444332082902712
19,31,9.501131081605658
19,33,1.0014076193980037
19,36,8.664538056036868
19,39,5.12795529969274
20,35,3.645851869364427
20,43,1.63681550562648
20,2,0.7762871219596013
20,26,6.8231921619096925
20,6,9.27823999689598
20,32,0.812294140315073
20,46,6.122119721663042
20,0,0.4412453864635413
20,21,7.544748707246781
21,27,0.20727775896381417
21,9,6.4858845904318105
21,18,2.0029992626661333
21,13,9.130109149021026
21,26,1.1200869179966144
21,5,5.282277607252354
21,0,5.383444439065946
21,19,1.2228596288997273
22,7,1.315453471873419
22,1,0.3065262144848169
22,32,3.1264900374395213
22,7,8.844517298569464
22,44,1.51653390558241
22,41,7.230679979906924
24,10,2.306906305280835
24,5,6.6762255794064105
24,13,4.462508669123048
24,23,4.232205614148476
25,31,9.691114757474859
25,21,5.305867953201129
25,3,0.5448901208410273
25,34,8.971399173772891
25,36,2.2394421221466
25,44,6.483125691755431
26,27,1.7580693196587627
26,6,1.949893676704566
26,32,6.121780293394757
26,25,1.388731439935379
26,5,4.0752306292726175
26,15,0.0818829068625393
26,32,5.155952733646165
26,15,5.5181721815789935
27,24,9.049690030045307
27,16,9.689939753104765
27,39,2.021292859164693
27,5,5.69282772982074
28,42,3.519693005897641
28,13,6.342936722699574
29,8,4.723722881752273
29,39,1.962653882990063
29,17,3.5014231108439
29,27,0.9801729588246366
29,20,8.585242985835805
29,36,2.817037848930126
30,12,0.16790562692863276
30,10,0.743910794068926
30,21,2.7086314994378515
30,14,2.483859923263786
30,41,7.204047041338218
30,34,1.9230539981023431
31,42,0.8165169397434857
31,39,8.761873855237486
31,36,5.94206433955505
32,16,3.791234534367851
32,16,5.513212301156084
32,19,2.523342768515114
32,20,5.532302003760624
33,19,9.749797888585904
33,1,6.3622697203138125
33,47,3.2623646860301605
33,32,1.6554550659148093
33,42,5.718137634452832
34,2,0.5195829138821206
36,23,2.768534235749608
36,39,7.734895582515543
36,14,0.7969662672630118
36,38,3.899827096079065
36,46,0.7195714464219638
36,14,8.410102591769059
36,12,7.424907157782721
36,18,1.7332622131940745
37,44,8.3892064486618
37,22,5.152153802865479
37,19,0.54705000344768
37,13,9.58929760899957
37,46,7.486787311349923
37,36,0.3704560731400852
38,8,2.3961902184486417
38,44,1.4132937500389742
38,21,5.8739719799998324
39,12,7.110909761436773
39,19,5.221909027267396
39,17,2.009573269150162
39,6,6.820061088493063
39,23,4.647797235709474
40,46,0.23188927490401579
40,25,0.20794258838949142
40,31,7.631687690190407
40,14,9.476881383067155
40,2,1.0411280364514774
40,25,1.5635107271992044
40,7,3.447187234184277
41,2,4.063688393373033
41,19,2.3629370792444404
41,10,1.1605629946901608
41,45,4.535755154681949
42,18,3.0459324310245215
42,17,8.636441099408321
42,25,4.90676034842298
42,40,1.1879040218283154
43,23,1.3654987636499583
43,45,7.391882785876325
43,42,2.6250372323348534
43,23,4.718243973048782
44,34,2.0460481972949274
44,6,3.857780567726914
44,26,0.4332507574604205
44,18,5.41596059277325
45,5,2.1222647943889497
45,1,1.28589444629982
45,34,1.7380976840943385
45,16,0.8135036803490003
45,12,4.453259203229046
45,4,3.5543211427609966
45,8,3.7052702568111084
46,15,9.76773322791163
46,35,6.534474984867316
46,18,4.007907455676239
47,19,9.667829905779307
47,38,3.871170240638089
47,8,2.5886265302058877
47,2,5.769149918419897
47,28,4.593149951181705
